#species	count
species:ncbi:304329	151
species:ncbi:3886	151
species:ncbi:84382	151
species:ncbi:39442	151
species:ncbi:5907	151
species:ncbi:5701	151
species:ncbi:5532	150
species:ncbi:396	150
species:ncbi:2173	150
species:ncbi:179676	150
species:ncbi:4844	150
species:ncbi:70075	150
species:ncbi:7274	150
species:ncbi:8752	150
species:ncbi:58336	150
species:ncbi:52969	150
species:ncbi:125367	150
species:ncbi:90345	150
species:ncbi:9899	150
species:ncbi:11595	150
species:ncbi:35297	150
species:ncbi:21020	150
species:ncbi:12138	150
species:ncbi:36090	150
species:ncbi:50189	150
species:ncbi:6819	149
species:ncbi:7812	149
species:ncbi:1092	149
species:ncbi:69891	149
species:ncbi:587851	149
species:ncbi:9317	149
species:ncbi:12167	149
species:ncbi:34611	149
species:ncbi:6715	149
species:ncbi:7222	149
species:ncbi:2186	149
species:ncbi:10295	149
species:ncbi:9514	149
species:ncbi:28379	149
species:ncbi:6088	149
species:ncbi:293091	149
species:ncbi:29303	149
species:ncbi:55946	148
species:ncbi:188700	148
species:ncbi:37293	148
species:ncbi:55188	148
species:ncbi:9495	148
species:ncbi:43364	148
species:ncbi:6561	148
species:ncbi:9771	148
species:ncbi:8326	148
species:ncbi:43765	148
species:ncbi:10685	148
species:ncbi:361	147
species:ncbi:7192	147
species:ncbi:8235	147
species:ncbi:9125	147
species:ncbi:37029	147
species:ncbi:96640	147
species:ncbi:36180	147
species:ncbi:8039	147
species:ncbi:55967	147
species:ncbi:50426	147
species:ncbi:152363	147
species:ncbi:42064	147
species:ncbi:235153	147
species:ncbi:44416	147
species:ncbi:57372	147
species:ncbi:43768	147
species:ncbi:13563	147
species:ncbi:105696	146
species:ncbi:218	146
species:ncbi:34787	146
species:ncbi:29655	146
species:ncbi:86678	146
species:ncbi:9946	146
species:ncbi:77912	146
species:ncbi:52970	146
species:ncbi:122865	146
species:ncbi:40542	146
species:ncbi:83647	146
species:ncbi:227173	146
species:ncbi:479	146
species:ncbi:61841	146
species:ncbi:3089	146
species:ncbi:35019	146
species:ncbi:231457	146
species:ncbi:5937	146
species:ncbi:9488	146
species:ncbi:1176	146
species:ncbi:39397	145
species:ncbi:9238	145
species:ncbi:5078	145
species:ncbi:381635	145
species:ncbi:139456	145
species:ncbi:10276	145
species:ncbi:45361	145
species:ncbi:8390	145
species:ncbi:254109	145
species:ncbi:39310	145
species:ncbi:134920	145
species:ncbi:1932	145
species:ncbi:9906	145
species:ncbi:34823	145
species:ncbi:35936	145
species:ncbi:59479	145
species:ncbi:4477	145
species:ncbi:6431	145
species:ncbi:42742	145
species:ncbi:8241	145
species:ncbi:8094	144
species:ncbi:7888	144
species:ncbi:6990	144
species:ncbi:2264	144
species:ncbi:3350	144
species:ncbi:45372	144
species:ncbi:42881	144
species:ncbi:51751	144
species:ncbi:89673	144
species:ncbi:9407	144
species:ncbi:30343	144
species:ncbi:198725	144
species:ncbi:186474	144
species:ncbi:64320	143
species:ncbi:28045	143
species:ncbi:28743	143
species:ncbi:3517	143
species:ncbi:270329	143
species:ncbi:7994	143
species:ncbi:823	143
species:ncbi:164648	143
species:ncbi:210348	143
species:ncbi:39097	143
species:ncbi:27300	143
species:ncbi:459515	143
species:ncbi:7462	143
species:ncbi:85471	143
species:ncbi:207343	143
species:ncbi:3625	143
species:ncbi:123735	143
species:ncbi:37099	143
species:ncbi:42677	143
species:ncbi:8345	143
species:ncbi:3668	142
species:ncbi:5007	142
species:ncbi:33952	142
species:ncbi:511746	142
species:ncbi:8631	142
species:ncbi:90961	142
species:ncbi:350	142
species:ncbi:6915	142
species:ncbi:40071	142
species:ncbi:30397	142
species:ncbi:1782	142
species:ncbi:436207	141
species:ncbi:12895	141
species:ncbi:6123	141
species:ncbi:574	141
species:ncbi:59405	141
species:ncbi:52650	141
species:ncbi:42434	141
species:ncbi:221943	141
species:ncbi:31952	141
species:ncbi:9078	141
species:ncbi:111821	141
species:ncbi:129831	141
species:ncbi:65344	141
species:ncbi:254027	141
species:ncbi:722	141
species:ncbi:8731	141
species:ncbi:42094	141
species:ncbi:7781	141
species:ncbi:110668	141
species:ncbi:7263	141
species:ncbi:856	141
species:ncbi:3120	141
species:ncbi:80836	140
species:ncbi:53419	140
species:ncbi:286419	140
species:ncbi:176946	140
species:ncbi:82174	140
species:ncbi:8704	140
species:ncbi:104385	140
species:ncbi:41139	140
species:ncbi:85679	140
species:ncbi:3920	140
species:ncbi:29559	140
species:ncbi:12181	140
species:ncbi:84529	140
species:ncbi:5319	140
species:ncbi:8402	140
species:ncbi:1701	140
species:ncbi:52036	140
species:ncbi:1318	139
species:ncbi:5191	139
species:ncbi:33950	139
species:ncbi:7902	139
species:ncbi:34413	139
species:ncbi:38949	139
species:ncbi:39099	139
species:ncbi:10986	139
species:ncbi:6106	139
species:ncbi:48416	139
species:ncbi:100897	139
species:ncbi:458531	139
species:ncbi:84588	139
species:ncbi:76306	139
species:ncbi:29017	139
species:ncbi:105296	138
species:ncbi:4781	138
species:ncbi:62080	138
species:ncbi:10463	138
species:ncbi:10317	138
species:ncbi:451377	138
species:ncbi:789	138
species:ncbi:45151	138
species:ncbi:37468	138
species:ncbi:374040	138
species:ncbi:194365	138
species:ncbi:6573	138
species:ncbi:1604	138
species:ncbi:78057	138
species:ncbi:13415	138
species:ncbi:905	138
species:ncbi:30423	138
species:ncbi:47429	138
species:ncbi:34728	137
species:ncbi:227976	137
species:ncbi:37863	137
species:ncbi:139034	137
species:ncbi:7047	137
species:ncbi:8222	137
species:ncbi:79499	137
species:ncbi:27293	137
species:ncbi:60711	137
species:ncbi:5327	137
species:ncbi:10103	137
species:ncbi:46899	137
species:ncbi:194251	137
species:ncbi:40296	137
species:ncbi:97093	137
species:ncbi:7262	136
species:ncbi:185793	136
species:ncbi:47885	136
species:ncbi:92950	136
species:ncbi:3993	136
species:ncbi:13225	136
species:ncbi:459629	136
species:ncbi:28526	136
species:ncbi:58217	136
species:ncbi:47716	136
species:ncbi:7005	136
species:ncbi:288690	136
species:ncbi:283909	135
species:ncbi:78331	135
species:ncbi:98923	135
species:ncbi:109996	135
species:ncbi:38877	135
species:ncbi:44270	135
species:ncbi:59523	135
species:ncbi:33514	135
species:ncbi:217441	135
species:ncbi:12260	135
species:ncbi:65742	135
species:ncbi:30960	135
species:ncbi:34488	135
species:ncbi:48101	135
species:ncbi:10990	135
species:ncbi:100816	135
species:ncbi:64681	135
species:ncbi:75329	134
species:ncbi:58218	134
species:ncbi:40216	134
species:ncbi:59272	134
species:ncbi:2162	134
species:ncbi:179871	134
species:ncbi:616	134
species:ncbi:80419	134
species:ncbi:27996	134
species:ncbi:3353	134
species:ncbi:8697	134
species:ncbi:304461	134
species:ncbi:38787	134
species:ncbi:42739	134
species:ncbi:401862	133
species:ncbi:735	133
species:ncbi:4089	133
species:ncbi:45384	133
species:ncbi:61147	133
species:ncbi:41045	133
species:ncbi:67801	133
species:ncbi:121228	133
species:ncbi:129958	133
species:ncbi:6511	133
species:ncbi:154467	133
species:ncbi:120870	133
species:ncbi:680	133
species:ncbi:126820	133
species:ncbi:315405	133
species:ncbi:3494	133
species:ncbi:29674	133
species:ncbi:153348	133
species:ncbi:100268	133
species:ncbi:34861	133
species:ncbi:3442	133
species:ncbi:72862	133
species:ncbi:3072	132
species:ncbi:126270	132
species:ncbi:850	132
species:ncbi:45781	132
species:ncbi:36219	132
species:ncbi:42520	132
species:ncbi:7146	132
species:ncbi:399	132
species:ncbi:94007	132
species:ncbi:145745	132
species:ncbi:10455	132
species:ncbi:191504	132
species:ncbi:3037	132
species:ncbi:7883	132
species:ncbi:5297	132
species:ncbi:45171	132
species:ncbi:155077	131
species:ncbi:76775	131
species:ncbi:12175	131
species:ncbi:334625	131
species:ncbi:112526	131
species:ncbi:4608	131
species:ncbi:40233	131
species:ncbi:39720	131
species:ncbi:39831	131
species:ncbi:4570	131
species:ncbi:46836	131
species:ncbi:38785	131
species:ncbi:168631	131
species:ncbi:39411	131
species:ncbi:272846	131
species:ncbi:6145	131
species:ncbi:6359	131
species:ncbi:159425	131
species:ncbi:7792	131
species:ncbi:59509	131
species:ncbi:330163	131
species:ncbi:46367	131
species:ncbi:99804	131
species:ncbi:64575	131
species:ncbi:348837	131
species:ncbi:59045	131
species:ncbi:5826	130
species:ncbi:59655	130
species:ncbi:6491	130
species:ncbi:56212	130
species:ncbi:34393	130
species:ncbi:11083	130
species:ncbi:396313	130
species:ncbi:156871	130
species:ncbi:99586	130
species:ncbi:57378	130
species:ncbi:1961	130
species:ncbi:5386	130
species:ncbi:33397	130
species:ncbi:5643	130
species:ncbi:103827	130
species:ncbi:70853	130
species:ncbi:7084	130
species:ncbi:2118	130
species:ncbi:218467	130
species:ncbi:96491	130
species:ncbi:8670	130
species:ncbi:331510	130
species:ncbi:109671	130
species:ncbi:359305	130
species:ncbi:32059	130
species:ncbi:1197	130
species:ncbi:37698	130
species:ncbi:483	129
species:ncbi:62067	129
species:ncbi:242439	129
species:ncbi:4075	129
species:ncbi:5963	129
species:ncbi:113334	129
species:ncbi:29363	129
species:ncbi:29507	129
species:ncbi:215693	129
species:ncbi:13690	129
species:ncbi:136996	129
species:ncbi:58039	129
species:ncbi:1900	129
species:ncbi:4944	129
species:ncbi:9493	129
species:ncbi:51217	129
species:ncbi:10093	129
species:ncbi:2128	129
species:ncbi:289070	129
species:ncbi:312306	129
species:ncbi:5142	129
species:ncbi:10237	129
species:ncbi:361096	129
species:ncbi:173820	128
species:ncbi:32346	128
species:ncbi:34245	128
species:ncbi:34609	128
species:ncbi:10212	128
species:ncbi:61435	128
species:ncbi:39993	128
species:ncbi:90269	128
species:ncbi:40214	128
species:ncbi:2748	128
species:ncbi:55040	128
species:ncbi:59301	128
species:ncbi:155978	128
species:ncbi:43763	128
species:ncbi:92444	128
species:ncbi:79885	128
species:ncbi:394	128
species:ncbi:31958	128
species:ncbi:239373	128
species:ncbi:13131	127
species:ncbi:13746	127
species:ncbi:201501	127
species:ncbi:11008	127
species:ncbi:41430	127
species:ncbi:147272	127
species:ncbi:29656	127
species:ncbi:5786	127
species:ncbi:5075	127
species:ncbi:111840	127
species:ncbi:11275	127
species:ncbi:48100	127
species:ncbi:122892	127
species:ncbi:7907	127
species:ncbi:16719	127
species:ncbi:318279	127
species:ncbi:77054	127
species:ncbi:7629	127
species:ncbi:51298	127
species:ncbi:30214	127
species:ncbi:15368	127
species:ncbi:36056	127
species:ncbi:47911	127
species:ncbi:105297	127
species:ncbi:7741	127
species:ncbi:221568	126
species:ncbi:1188	126
species:ncbi:88730	126
species:ncbi:30630	126
species:ncbi:1275	126
species:ncbi:1877	126
species:ncbi:131568	126
species:ncbi:86976	126
species:ncbi:34676	126
species:ncbi:38569	126
species:ncbi:7009	126
species:ncbi:29139	126
species:ncbi:5400	126
species:ncbi:1930	126
species:ncbi:55729	126
species:ncbi:147	126
species:ncbi:30068	125
species:ncbi:59291	125
species:ncbi:92696	125
species:ncbi:28995	125
species:ncbi:28134	125
species:ncbi:90069	125
species:ncbi:74381	125
species:ncbi:74081	125
species:ncbi:9305	125
species:ncbi:27978	125
species:ncbi:7218	125
species:ncbi:208452	125
species:ncbi:27611	125
species:ncbi:69364	125
species:ncbi:4108	124
species:ncbi:90251	124
species:ncbi:308558	124
species:ncbi:259920	124
species:ncbi:3225	124
species:ncbi:50434	124
species:ncbi:127986	124
species:ncbi:7061	124
species:ncbi:29910	124
species:ncbi:34480	124
species:ncbi:52153	124
species:ncbi:182710	124
species:ncbi:64174	124
species:ncbi:66718	124
species:ncbi:1522	124
species:ncbi:36822	124
species:ncbi:512623	124
species:ncbi:94993	124
species:ncbi:63418	124
species:ncbi:13429	124
species:ncbi:29317	123
species:ncbi:34839	123
species:ncbi:257770	123
species:ncbi:82996	123
species:ncbi:45249	123
species:ncbi:227086	123
species:ncbi:29447	123
species:ncbi:35287	123
species:ncbi:205910	123
species:ncbi:47886	123
species:ncbi:6161	123
species:ncbi:78511	123
species:ncbi:146500	123
species:ncbi:98038	123
species:ncbi:6350	123
species:ncbi:6981	123
species:ncbi:12538	123
species:ncbi:1993	123
species:ncbi:243120	123
species:ncbi:5128	122
species:ncbi:5087	122
species:ncbi:2743	122
species:ncbi:1467	122
species:ncbi:146086	122
species:ncbi:56060	122
species:ncbi:27845	122
species:ncbi:1830	122
species:ncbi:1160	122
species:ncbi:33152	122
species:ncbi:37177	122
species:ncbi:8348	122
species:ncbi:99867	122
species:ncbi:69488	122
species:ncbi:189513	122
species:ncbi:10809	122
species:ncbi:45929	122
species:ncbi:33934	122
species:ncbi:34633	122
species:ncbi:54736	122
species:ncbi:27543	122
species:ncbi:57918	122
species:ncbi:47000	122
species:ncbi:192625	122
species:ncbi:341671	122
species:ncbi:114	122
species:ncbi:103349	121
species:ncbi:478	121
species:ncbi:40686	121
species:ncbi:1553	121
species:ncbi:37190	121
species:ncbi:4217	121
species:ncbi:7750	121
species:ncbi:9731	121
species:ncbi:6577	121
species:ncbi:10742	121
species:ncbi:35288	121
species:ncbi:29430	121
species:ncbi:28300	121
species:ncbi:119856	121
species:ncbi:106804	121
species:ncbi:1465	121
species:ncbi:720	121
species:ncbi:39455	121
species:ncbi:3859	121
species:ncbi:33414	121
species:ncbi:1559	121
species:ncbi:30589	121
species:ncbi:6130	121
species:ncbi:94826	121
species:ncbi:80365	121
species:ncbi:337	121
species:ncbi:232968	121
species:ncbi:75738	121
species:ncbi:4155	121
species:ncbi:471275	121
species:ncbi:45450	121
species:ncbi:384659	120
species:ncbi:40350	120
species:ncbi:253	120
species:ncbi:121869	120
species:ncbi:206311	120
species:ncbi:1510	120
species:ncbi:233155	120
species:ncbi:9503	120
species:ncbi:253923	120
species:ncbi:109265	120
species:ncbi:7092	120
species:ncbi:30247	120
species:ncbi:33166	120
species:ncbi:4082	120
species:ncbi:128161	120
species:ncbi:64286	120
species:ncbi:39950	120
species:ncbi:211597	120
species:ncbi:52822	120
species:ncbi:53852	120
species:ncbi:41984	119
species:ncbi:8620	119
species:ncbi:28727	119
species:ncbi:71452	119
species:ncbi:33756	119
species:ncbi:27991	119
species:ncbi:873	119
species:ncbi:8557	119
species:ncbi:40247	119
species:ncbi:210170	119
species:ncbi:179535	119
species:ncbi:29544	119
species:ncbi:72650	119
species:ncbi:4907	119
species:ncbi:50339	118
species:ncbi:1796	118
species:ncbi:7692	118
species:ncbi:28586	118
species:ncbi:38301	118
species:ncbi:46142	118
species:ncbi:275	118
species:ncbi:36225	118
species:ncbi:178769	118
species:ncbi:139036	118
species:ncbi:56364	118
species:ncbi:33047	118
species:ncbi:32629	118
species:ncbi:4684	118
species:ncbi:6213	118
species:ncbi:426633	118
species:ncbi:40215	118
species:ncbi:4628	118
species:ncbi:35806	118
species:ncbi:28845	118
species:ncbi:5058	118
species:ncbi:38358	118
species:ncbi:52853	117
species:ncbi:201691	117
species:ncbi:33423	117
species:ncbi:7665	117
species:ncbi:13735	117
species:ncbi:10398	117
species:ncbi:9862	117
species:ncbi:85692	117
species:ncbi:128017	117
species:ncbi:8208	117
species:ncbi:1379	117
species:ncbi:303540	117
species:ncbi:13264	117
species:ncbi:114524	117
species:ncbi:87180	117
species:ncbi:5950	117
species:ncbi:76149	117
species:ncbi:55710	116
species:ncbi:4573	116
species:ncbi:573728	116
species:ncbi:33128	116
species:ncbi:8753	116
species:ncbi:84589	116
species:ncbi:35790	116
species:ncbi:76773	116
species:ncbi:75485	116
species:ncbi:190810	116
species:ncbi:7764	116
species:ncbi:37929	116
species:ncbi:334597	116
species:ncbi:355332	116
species:ncbi:44415	116
species:ncbi:33899	116
species:ncbi:42062	116
species:ncbi:28573	116
species:ncbi:11086	116
species:ncbi:52132	116
species:ncbi:27992	116
species:ncbi:10837	116
species:ncbi:5670	115
species:ncbi:272940	115
species:ncbi:41276	115
species:ncbi:5944	115
species:ncbi:35612	115
species:ncbi:66282	115
species:ncbi:37000	115
species:ncbi:67004	115
species:ncbi:186214	115
species:ncbi:31632	115
species:ncbi:489	115
species:ncbi:31713	115
species:ncbi:41375	115
species:ncbi:5818	115
species:ncbi:308735	115
species:ncbi:38448	115
species:ncbi:69196	115
species:ncbi:9843	115
species:ncbi:5940	115
species:ncbi:61842	115
species:ncbi:85896	115
species:ncbi:36166	115
species:ncbi:4153	115
species:ncbi:10532	115
species:ncbi:40820	114
species:ncbi:59916	114
species:ncbi:108470	114
species:ncbi:36873	114
species:ncbi:38782	114
species:ncbi:29380	114
species:ncbi:324593	114
species:ncbi:47714	114
species:ncbi:242159	114
species:ncbi:9371	114
species:ncbi:5331	114
species:ncbi:46124	114
species:ncbi:3813	114
species:ncbi:59512	114
species:ncbi:39412	114
species:ncbi:81824	114
species:ncbi:3572	114
species:ncbi:69	114
species:ncbi:135779	114
species:ncbi:33069	114
species:ncbi:40477	114
species:ncbi:48483	114
species:ncbi:30520	114
species:ncbi:51637	113
species:ncbi:6096	113
species:ncbi:161395	113
species:ncbi:27441	113
species:ncbi:371859	113
species:ncbi:3359	113
species:ncbi:9927	113
species:ncbi:69079	113
species:ncbi:7151	113
species:ncbi:33053	113
species:ncbi:126418	113
species:ncbi:198635	113
species:ncbi:33941	113
species:ncbi:54806	113
species:ncbi:299895	113
species:ncbi:373098	113
species:ncbi:54566	113
species:ncbi:12151	113
species:ncbi:1395	113
species:ncbi:8738	112
species:ncbi:307658	112
species:ncbi:54117	112
species:ncbi:173437	112
species:ncbi:74869	112
species:ncbi:59517	112
species:ncbi:41427	112
species:ncbi:39491	112
species:ncbi:37166	112
species:ncbi:37627	112
species:ncbi:223262	112
species:ncbi:27406	112
species:ncbi:834	112
species:ncbi:36066	112
species:ncbi:28873	112
species:ncbi:29147	112
species:ncbi:5261	112
species:ncbi:9440	112
species:ncbi:39471	112
species:ncbi:48026	112
species:ncbi:50459	112
species:ncbi:60134	112
species:ncbi:143	112
species:ncbi:726	111
species:ncbi:29117	111
species:ncbi:921	111
species:ncbi:951	111
species:ncbi:61284	111
species:ncbi:34510	111
species:ncbi:29291	111
species:ncbi:70667	111
species:ncbi:16906	111
species:ncbi:205593	111
species:ncbi:91752	111
species:ncbi:63436	111
species:ncbi:124115	111
species:ncbi:12253	111
species:ncbi:73230	111
species:ncbi:42026	111
species:ncbi:5493	111
species:ncbi:86473	111
species:ncbi:48868	111
species:ncbi:38038	111
species:ncbi:840	111
species:ncbi:184396	111
species:ncbi:30342	111
species:ncbi:48444	111
species:ncbi:51669	111
species:ncbi:4796	111
species:ncbi:41228	111
species:ncbi:6690	111
species:ncbi:121752	110
species:ncbi:3045	110
species:ncbi:63632	110
species:ncbi:27695	110
species:ncbi:95145	110
species:ncbi:8422	110
species:ncbi:60698	110
species:ncbi:400682	110
species:ncbi:46429	110
species:ncbi:53346	110
species:ncbi:93678	110
species:ncbi:5527	110
species:ncbi:64897	110
species:ncbi:39416	110
species:ncbi:76313	110
species:ncbi:112509	110
species:ncbi:35625	109
species:ncbi:5457	109
species:ncbi:361442	109
species:ncbi:145637	109
species:ncbi:10380	109
species:ncbi:76405	109
species:ncbi:86662	109
species:ncbi:77095	109
species:ncbi:9634	109
species:ncbi:47421	109
species:ncbi:6221	109
species:ncbi:43575	109
species:ncbi:7873	109
species:ncbi:29348	109
species:ncbi:13286	109
species:ncbi:35623	109
species:ncbi:29679	109
species:ncbi:3719	109
species:ncbi:47278	109
species:ncbi:28447	109
species:ncbi:244311	108
species:ncbi:265785	108
species:ncbi:31964	108
species:ncbi:161493	108
species:ncbi:31220	108
species:ncbi:40178	108
species:ncbi:332410	108
species:ncbi:13337	108
species:ncbi:54477	108
species:ncbi:7824	108
species:ncbi:100819	108
species:ncbi:146919	108
species:ncbi:8478	108
species:ncbi:426399	108
species:ncbi:219545	108
species:ncbi:32597	108
species:ncbi:553534	108
species:ncbi:8868	108
species:ncbi:106656	108
species:ncbi:223	108
species:ncbi:1671	108
species:ncbi:49495	108
species:ncbi:40351	108
species:ncbi:74533	108
species:ncbi:60249	108
species:ncbi:10364	108
species:ncbi:271932	108
species:ncbi:149595	108
species:ncbi:68872	108
species:ncbi:5474	108
species:ncbi:82755	108
species:ncbi:34739	108
species:ncbi:1474	108
species:ncbi:29460	108
species:ncbi:103479	108
species:ncbi:8901	108
species:ncbi:204815	107
species:ncbi:263974	107
species:ncbi:34854	107
species:ncbi:38876	107
species:ncbi:69577	107
species:ncbi:7397	107
species:ncbi:1376	107
species:ncbi:524218	107
species:ncbi:118886	107
species:ncbi:58324	107
species:ncbi:9472	107
species:ncbi:5046	107
species:ncbi:30064	107
species:ncbi:180	107
species:ncbi:52451	107
species:ncbi:13139	107
species:ncbi:311449	107
species:ncbi:2945	107
species:ncbi:345920	107
species:ncbi:33117	107
species:ncbi:3507	107
species:ncbi:167337	107
species:ncbi:740	107
species:ncbi:136180	107
species:ncbi:160621	106
species:ncbi:53485	106
species:ncbi:9864	106
species:ncbi:72341	106
species:ncbi:262775	106
species:ncbi:53327	106
species:ncbi:87540	106
species:ncbi:41241	106
species:ncbi:69773	106
species:ncbi:32044	106
species:ncbi:43049	106
species:ncbi:48699	106
species:ncbi:46955	106
species:ncbi:891	106
species:ncbi:195949	106
species:ncbi:40479	106
species:ncbi:1710	106
species:ncbi:68766	106
species:ncbi:114497	106
species:ncbi:369059	106
species:ncbi:34627	106
species:ncbi:30385	106
species:ncbi:455029	106
species:ncbi:30329	106
species:ncbi:85403	106
species:ncbi:1641	106
species:ncbi:32400	106
species:ncbi:166633	105
species:ncbi:1329	105
species:ncbi:1054	105
species:ncbi:283133	105
species:ncbi:78389	105
species:ncbi:94643	105
species:ncbi:409	105
species:ncbi:9917	105
species:ncbi:4899	105
species:ncbi:309541	105
species:ncbi:824	105
species:ncbi:65346	105
species:ncbi:32560	105
species:ncbi:378754	105
species:ncbi:72873	105
species:ncbi:29922	105
species:ncbi:132473	105
species:ncbi:11867	105
species:ncbi:6878	105
species:ncbi:85581	105
species:ncbi:27928	105
species:ncbi:90247	105
species:ncbi:7640	105
species:ncbi:45385	105
species:ncbi:1223	104
species:ncbi:30493	104
species:ncbi:145610	104
species:ncbi:38804	104
species:ncbi:49204	104
species:ncbi:183661	104
species:ncbi:29502	104
species:ncbi:146774	104
species:ncbi:8673	104
species:ncbi:32020	104
species:ncbi:28800	104
species:ncbi:94034	104
species:ncbi:203779	104
species:ncbi:99020	104
species:ncbi:280048	104
species:ncbi:8663	104
species:ncbi:357794	104
species:ncbi:9460	104
species:ncbi:210165	104
species:ncbi:464988	104
species:ncbi:27779	104
species:ncbi:59788	104
species:ncbi:62625	104
species:ncbi:446146	104
species:ncbi:101976	104
species:ncbi:29442	104
species:ncbi:458695	104
species:ncbi:34624	104
species:ncbi:8443	104
species:ncbi:232	104
species:ncbi:88149	104
species:ncbi:11628	104
species:ncbi:1272	104
species:ncbi:9798	104
species:ncbi:6116	104
species:ncbi:42344	104
species:ncbi:106324	103
species:ncbi:10506	103
species:ncbi:46839	103
species:ncbi:30611	103
species:ncbi:5961	103
species:ncbi:8527	103
species:ncbi:9438	103
species:ncbi:30594	103
species:ncbi:36190	103
species:ncbi:72900	103
species:ncbi:63233	103
species:ncbi:72020	103
species:ncbi:9283	103
species:ncbi:78630	103
species:ncbi:8073	103
species:ncbi:41550	103
species:ncbi:527686	103
species:ncbi:47767	103
species:ncbi:107258	103
species:ncbi:100217	103
species:ncbi:65739	103
species:ncbi:72149	103
species:ncbi:9156	103
species:ncbi:32335	102
species:ncbi:39466	102
species:ncbi:119949	102
species:ncbi:84980	102
species:ncbi:30527	102
species:ncbi:202459	102
species:ncbi:346	102
species:ncbi:76017	102
species:ncbi:1928	102
species:ncbi:44250	102
species:ncbi:41210	102
species:ncbi:13335	102
species:ncbi:109174	102
species:ncbi:30602	102
species:ncbi:2250	102
species:ncbi:3631	102
species:ncbi:260267	102
species:ncbi:130081	102
species:ncbi:5793	102
species:ncbi:33548	101
species:ncbi:148942	101
species:ncbi:50518	101
species:ncbi:2986	101
species:ncbi:56689	101
species:ncbi:74535	101
species:ncbi:86005	101
species:ncbi:37342	101
species:ncbi:41806	101
species:ncbi:77161	101
species:ncbi:34364	101
species:ncbi:87148	101
species:ncbi:36314	101
species:ncbi:29553	101
species:ncbi:139649	101
species:ncbi:27335	101
species:ncbi:5045	101
species:ncbi:84009	101
species:ncbi:48709	101
species:ncbi:323033	101
species:ncbi:64698	101
species:ncbi:46689	101
species:ncbi:31631	101
species:ncbi:483040	101
species:ncbi:28292	101
species:ncbi:75750	101
species:ncbi:1317	101
species:ncbi:52586	101
species:ncbi:34381	101
species:ncbi:35795	101
species:ncbi:3837	101
species:ncbi:13187	101
species:ncbi:34771	101
species:ncbi:223369	101
species:ncbi:304	101
species:ncbi:8797	101
species:ncbi:10625	101
species:ncbi:224129	101
species:ncbi:86973	101
species:ncbi:71168	100
species:ncbi:43080	100
species:ncbi:94624	100
species:ncbi:6304	100
species:ncbi:28479	100
species:ncbi:55635	100
species:ncbi:1757	100
species:ncbi:27357	100
species:ncbi:51338	100
species:ncbi:40371	100
species:ncbi:6622	100
species:ncbi:225753	100
species:ncbi:265606	100
species:ncbi:7186	100
species:ncbi:110119	100
species:ncbi:97750	100
species:ncbi:4458	100
species:ncbi:4758	100
species:ncbi:66420	100
species:ncbi:99490	100
species:ncbi:13708	100
species:ncbi:66268	100
species:ncbi:477	100
species:ncbi:72490	100
species:ncbi:3824	100
species:ncbi:302032	100
species:ncbi:73319	100
species:ncbi:212527	99
species:ncbi:23810	99
species:ncbi:9553	99
species:ncbi:807	99
species:ncbi:100506	99
species:ncbi:99781	99
species:ncbi:7602	99
species:ncbi:5570	99
species:ncbi:48498	99
species:ncbi:410823	99
species:ncbi:64684	99
species:ncbi:307931	99
species:ncbi:29535	99
species:ncbi:209534	99
species:ncbi:167356	99
species:ncbi:110321	99
species:ncbi:1588	99
species:ncbi:136222	99
species:ncbi:141886	99
species:ncbi:40346	99
species:ncbi:34612	99
species:ncbi:68280	99
species:ncbi:56812	99
species:ncbi:181762	99
species:ncbi:12169	99
species:ncbi:10154	99
species:ncbi:3345	99
species:ncbi:104452	99
species:ncbi:5451	99
species:ncbi:42346	99
species:ncbi:44679	99
species:ncbi:1944	99
species:ncbi:79600	99
species:ncbi:12953	99
species:ncbi:7903	99
species:ncbi:191405	99
species:ncbi:85401	98
species:ncbi:61181	98
species:ncbi:59531	98
species:ncbi:102803	98
species:ncbi:60746	98
species:ncbi:3662	98
species:ncbi:5824	98
species:ncbi:56594	98
species:ncbi:46767	98
species:ncbi:56065	98
species:ncbi:49224	98
species:ncbi:6637	98
species:ncbi:39324	98
species:ncbi:32022	98
species:ncbi:28375	98
species:ncbi:71003	98
species:ncbi:29844	98
species:ncbi:9403	98
species:ncbi:144565	98
species:ncbi:13676	98
species:ncbi:28104	98
species:ncbi:5064	98
species:ncbi:47315	98
species:ncbi:37610	97
species:ncbi:36616	97
species:ncbi:72408	97
species:ncbi:89674	97
species:ncbi:161014	97
species:ncbi:3829	97
species:ncbi:34873	97
species:ncbi:28355	97
species:ncbi:39855	97
species:ncbi:3316	97
species:ncbi:28587	97
species:ncbi:691	97
species:ncbi:13125	97
species:ncbi:38743	97
species:ncbi:10097	97
species:ncbi:52344	97
species:ncbi:59534	97
species:ncbi:6131	97
species:ncbi:120017	97
species:ncbi:59943	97
species:ncbi:2223	97
species:ncbi:3724	97
species:ncbi:40031	97
species:ncbi:13658	97
species:ncbi:1795	97
species:ncbi:180170	97
species:ncbi:40843	97
species:ncbi:8639	97
species:ncbi:39374	97
species:ncbi:49011	97
species:ncbi:298886	97
species:ncbi:58002	97
species:ncbi:27787	97
species:ncbi:9433	97
species:ncbi:84834	97
species:ncbi:62055	96
species:ncbi:157673	96
species:ncbi:7253	96
species:ncbi:5715	96
species:ncbi:235516	96
