#species	count
species:ncbi:37638	7
species:ncbi:152682	7
species:ncbi:111770	7
species:ncbi:13626	7
species:ncbi:247728	7
species:ncbi:317860	7
species:ncbi:76934	7
species:ncbi:266779	7
species:ncbi:214438	7
species:ncbi:210917	7
species:ncbi:54720	7
species:ncbi:262324	7
species:ncbi:347486	7
species:ncbi:1425	7
species:ncbi:112493	7
species:ncbi:160396	7
species:ncbi:210012	7
species:ncbi:189535	7
species:ncbi:374975	7
species:ncbi:280677	7
species:ncbi:161946	7
species:ncbi:53208	7
species:ncbi:227457	7
species:ncbi:178760	7
species:ncbi:230169	7
species:ncbi:82747	7
species:ncbi:386182	7
species:ncbi:170036	7
species:ncbi:271083	7
species:ncbi:49915	7
species:ncbi:50465	7
species:ncbi:50603	7
species:ncbi:412095	7
species:ncbi:3267	7
species:ncbi:41046	7
species:ncbi:263475	7
species:ncbi:154774	7
species:ncbi:40369	7
species:ncbi:13368	7
species:ncbi:126569	7
species:ncbi:122413	7
species:ncbi:172763	7
species:ncbi:63502	7
species:ncbi:4487	7
species:ncbi:124864	7
species:ncbi:61076	7
species:ncbi:315339	7
species:ncbi:38111	7
species:ncbi:3936	7
species:ncbi:150304	7
species:ncbi:48623	7
species:ncbi:71206	7
species:ncbi:44754	7
species:ncbi:138595	7
species:ncbi:408260	7
species:ncbi:522649	7
species:ncbi:127551	7
species:ncbi:77255	7
species:ncbi:299607	7
species:ncbi:49040	7
species:ncbi:67752	7
species:ncbi:80800	7
species:ncbi:140635	7
species:ncbi:396692	7
species:ncbi:36754	7
species:ncbi:192387	7
species:ncbi:202612	7
species:ncbi:107392	7
species:ncbi:184970	7
species:ncbi:141602	7
species:ncbi:51898	7
species:ncbi:36534	7
species:ncbi:274615	7
species:ncbi:110569	7
species:ncbi:203541	7
species:ncbi:437237	7
species:ncbi:45807	7
species:ncbi:7412	7
species:ncbi:12172	7
species:ncbi:4798	7
species:ncbi:363739	7
species:ncbi:102827	7
species:ncbi:69703	7
species:ncbi:54289	7
species:ncbi:283647	7
species:ncbi:348153	7
species:ncbi:326940	7
species:ncbi:318854	7
species:ncbi:212219	7
species:ncbi:345746	7
species:ncbi:293816	7
species:ncbi:91022	7
species:ncbi:180001	7
species:ncbi:316278	7
species:ncbi:82990	7
species:ncbi:182228	7
species:ncbi:415100	7
species:ncbi:165202	7
species:ncbi:39349	7
species:ncbi:102632	7
species:ncbi:492005	7
species:ncbi:88150	7
species:ncbi:336474	7
species:ncbi:1737	7
species:ncbi:8099	7
species:ncbi:53260	7
species:ncbi:265668	7
species:ncbi:372377	7
species:ncbi:359955	7
species:ncbi:319319	7
species:ncbi:40469	7
species:ncbi:223818	7
species:ncbi:113602	7
species:ncbi:141949	7
species:ncbi:198655	7
species:ncbi:450286	7
species:ncbi:273658	7
species:ncbi:282233	7
species:ncbi:344449	7
species:ncbi:160986	7
species:ncbi:245778	7
species:ncbi:571811	7
species:ncbi:306973	7
species:ncbi:279143	7
species:ncbi:94324	7
species:ncbi:363721	7
species:ncbi:420816	7
species:ncbi:380266	7
species:ncbi:68869	7
species:ncbi:126865	7
species:ncbi:380447	7
species:ncbi:62811	7
species:ncbi:39655	7
species:ncbi:108790	7
species:ncbi:321146	7
species:ncbi:162635	7
species:ncbi:119910	7
species:ncbi:137345	7
species:ncbi:114432	7
species:ncbi:268768	7
species:ncbi:108572	7
species:ncbi:130932	7
species:ncbi:28182	7
species:ncbi:132712	7
species:ncbi:264141	7
species:ncbi:197653	7
species:ncbi:81546	7
species:ncbi:76594	7
species:ncbi:95519	7
species:ncbi:110676	7
species:ncbi:89633	7
species:ncbi:5156	7
species:ncbi:397631	7
species:ncbi:173387	7
species:ncbi:35003	7
species:ncbi:68215	7
species:ncbi:69924	7
species:ncbi:113490	7
species:ncbi:142843	7
species:ncbi:85246	7
species:ncbi:381601	7
species:ncbi:174218	7
species:ncbi:71235	7
species:ncbi:282557	7
species:ncbi:51363	7
species:ncbi:59449	7
species:ncbi:85728	7
species:ncbi:415229	7
species:ncbi:301388	7
species:ncbi:53891	7
species:ncbi:5041	7
species:ncbi:28694	7
species:ncbi:45687	7
species:ncbi:63214	7
species:ncbi:91120	7
species:ncbi:131381	7
species:ncbi:109101	7
species:ncbi:190391	7
species:ncbi:181595	7
species:ncbi:105732	7
species:ncbi:232259	7
species:ncbi:293684	7
species:ncbi:286001	7
species:ncbi:86103	7
species:ncbi:86170	7
species:ncbi:450225	7
species:ncbi:38672	7
species:ncbi:40624	7
species:ncbi:164651	7
species:ncbi:71802	7
species:ncbi:435225	7
species:ncbi:47760	7
species:ncbi:76022	7
species:ncbi:258519	7
species:ncbi:82937	7
species:ncbi:180171	7
species:ncbi:111141	7
species:ncbi:1012	7
species:ncbi:184917	7
species:ncbi:55958	7
species:ncbi:45	7
species:ncbi:257763	7
species:ncbi:99405	7
species:ncbi:181914	7
species:ncbi:39841	7
species:ncbi:85476	7
species:ncbi:516002	7
species:ncbi:191585	7
species:ncbi:412448	7
species:ncbi:158558	7
species:ncbi:245492	7
species:ncbi:64970	7
species:ncbi:1940	7
species:ncbi:444295	7
species:ncbi:404220	7
species:ncbi:330947	7
species:ncbi:100489	7
species:ncbi:70917	7
species:ncbi:51930	7
species:ncbi:46351	7
species:ncbi:63053	7
species:ncbi:142000	7
species:ncbi:129743	7
species:ncbi:212299	7
species:ncbi:76082	7
species:ncbi:67730	7
species:ncbi:12153	7
species:ncbi:433686	7
species:ncbi:178807	7
species:ncbi:156760	7
species:ncbi:101563	7
species:ncbi:129766	7
species:ncbi:189385	7
species:ncbi:155074	7
species:ncbi:269536	7
species:ncbi:188913	7
species:ncbi:364767	7
species:ncbi:69930	7
species:ncbi:175798	7
species:ncbi:79494	7
species:ncbi:174060	7
species:ncbi:45557	7
species:ncbi:9582	7
species:ncbi:249248	7
species:ncbi:441183	7
species:ncbi:82510	7
species:ncbi:421003	7
species:ncbi:46582	7
species:ncbi:281847	7
species:ncbi:58918	7
species:ncbi:199748	7
species:ncbi:28494	7
species:ncbi:412374	7
species:ncbi:201862	7
species:ncbi:112209	7
species:ncbi:34520	7
species:ncbi:281920	7
species:ncbi:505711	7
species:ncbi:134632	7
species:ncbi:185366	7
species:ncbi:193462	7
species:ncbi:194422	7
species:ncbi:433030	7
species:ncbi:281092	7
species:ncbi:296775	7
species:ncbi:150336	7
species:ncbi:63403	7
species:ncbi:264979	7
species:ncbi:557814	7
species:ncbi:292800	7
species:ncbi:451881	7
species:ncbi:50251	7
species:ncbi:70341	7
species:ncbi:67829	7
species:ncbi:283668	7
species:ncbi:57321	7
species:ncbi:121383	7
species:ncbi:163117	7
species:ncbi:224142	7
species:ncbi:6634	7
species:ncbi:32054	7
species:ncbi:88457	7
species:ncbi:82204	7
species:ncbi:29647	7
species:ncbi:84294	7
species:ncbi:86737	7
species:ncbi:287938	7
species:ncbi:28348	7
species:ncbi:354518	7
species:ncbi:230562	7
species:ncbi:85299	7
species:ncbi:48249	7
species:ncbi:30279	7
species:ncbi:325515	7
species:ncbi:30336	7
species:ncbi:37492	7
species:ncbi:321318	7
species:ncbi:229640	7
species:ncbi:36272	7
species:ncbi:418128	7
species:ncbi:183844	7
species:ncbi:237985	7
species:ncbi:170033	7
species:ncbi:60009	7
species:ncbi:555415	7
species:ncbi:118223	7
species:ncbi:5488	7
species:ncbi:69234	7
species:ncbi:220378	7
species:ncbi:128434	7
species:ncbi:81491	7
species:ncbi:111230	7
species:ncbi:163307	7
species:ncbi:58085	7
species:ncbi:237446	7
species:ncbi:91500	7
species:ncbi:161657	7
species:ncbi:83627	7
species:ncbi:40282	7
species:ncbi:395314	7
species:ncbi:303551	7
species:ncbi:191492	7
species:ncbi:125067	7
species:ncbi:64162	7
species:ncbi:416188	7
species:ncbi:152048	7
species:ncbi:215155	7
species:ncbi:10826	7
species:ncbi:272710	7
species:ncbi:157519	7
species:ncbi:146604	7
species:ncbi:218308	7
species:ncbi:470471	7
species:ncbi:54798	7
species:ncbi:264924	7
species:ncbi:52654	7
species:ncbi:9485	7
species:ncbi:47679	7
species:ncbi:142309	7
species:ncbi:55427	7
species:ncbi:352197	7
species:ncbi:54563	7
species:ncbi:28550	7
species:ncbi:5208	7
species:ncbi:268746	7
species:ncbi:223657	7
species:ncbi:354140	7
species:ncbi:260525	7
species:ncbi:42079	7
species:ncbi:248846	7
species:ncbi:84662	7
species:ncbi:198357	7
species:ncbi:315421	7
species:ncbi:212256	7
species:ncbi:53442	7
species:ncbi:428217	7
species:ncbi:35869	7
species:ncbi:180038	7
species:ncbi:184924	7
species:ncbi:240601	7
species:ncbi:190499	7
species:ncbi:54656	7
species:ncbi:34002	7
species:ncbi:31406	7
species:ncbi:68213	7
species:ncbi:36961	7
species:ncbi:28195	7
species:ncbi:112140	7
species:ncbi:95768	7
species:ncbi:332411	7
species:ncbi:67330	7
species:ncbi:79825	7
species:ncbi:308314	7
species:ncbi:202195	7
species:ncbi:99858	7
species:ncbi:387485	7
species:ncbi:254149	7
species:ncbi:1607	7
species:ncbi:359324	7
species:ncbi:208209	7
species:ncbi:121156	7
species:ncbi:67760	7
species:ncbi:80970	7
species:ncbi:60854	7
species:ncbi:204738	7
species:ncbi:45663	7
species:ncbi:28117	7
species:ncbi:65700	7
species:ncbi:425660	7
species:ncbi:78584	7
species:ncbi:54199	7
species:ncbi:174142	7
species:ncbi:206899	7
species:ncbi:182744	7
species:ncbi:37524	7
species:ncbi:155873	7
species:ncbi:147003	7
species:ncbi:411579	7
species:ncbi:156966	7
species:ncbi:85658	7
species:ncbi:273136	7
species:ncbi:219522	7
species:ncbi:181121	7
species:ncbi:85707	7
species:ncbi:88454	7
species:ncbi:135160	7
species:ncbi:100438	7
species:ncbi:111985	7
species:ncbi:36169	7
species:ncbi:10756	7
species:ncbi:76502	7
species:ncbi:95948	7
species:ncbi:445571	7
species:ncbi:356590	7
species:ncbi:504485	7
species:ncbi:36121	7
species:ncbi:56359	7
species:ncbi:172026	7
species:ncbi:333523	7
species:ncbi:195612	7
species:ncbi:160850	7
species:ncbi:40987	7
species:ncbi:284578	7
species:ncbi:37642	7
species:ncbi:75991	7
species:ncbi:187124	7
species:ncbi:34066	7
species:ncbi:450880	7
species:ncbi:219805	7
species:ncbi:9083	7
species:ncbi:512787	7
species:ncbi:96915	7
species:ncbi:80745	7
species:ncbi:34811	7
species:ncbi:27781	7
species:ncbi:54818	7
species:ncbi:144191	7
species:ncbi:142746	7
species:ncbi:162772	7
species:ncbi:80319	7
species:ncbi:67859	7
species:ncbi:96391	7
species:ncbi:408580	7
species:ncbi:231983	7
species:ncbi:100410	7
species:ncbi:181016	7
species:ncbi:196612	7
species:ncbi:258455	7
species:ncbi:38838	7
species:ncbi:470875	7
species:ncbi:59874	7
species:ncbi:142478	7
species:ncbi:116982	7
species:ncbi:389895	7
species:ncbi:267835	7
species:ncbi:69379	7
species:ncbi:46335	7
species:ncbi:425658	7
species:ncbi:461632	7
species:ncbi:499165	7
species:ncbi:94132	7
species:ncbi:293106	7
species:ncbi:118322	7
species:ncbi:78719	7
species:ncbi:516985	7
species:ncbi:152347	7
species:ncbi:187145	7
species:ncbi:419333	7
species:ncbi:309632	7
species:ncbi:181185	7
species:ncbi:9626	7
species:ncbi:752	7
species:ncbi:80868	7
species:ncbi:51908	7
species:ncbi:147248	7
species:ncbi:287487	7
species:ncbi:66449	7
species:ncbi:192726	7
species:ncbi:511941	7
species:ncbi:9111	7
species:ncbi:227887	7
species:ncbi:343494	7
species:ncbi:272749	7
species:ncbi:327826	7
species:ncbi:219315	7
species:ncbi:320343	7
species:ncbi:154493	7
species:ncbi:258515	7
species:ncbi:53388	7
species:ncbi:58847	7
species:ncbi:136356	7
species:ncbi:3600	7
species:ncbi:165306	7
species:ncbi:51156	7
species:ncbi:500316	7
species:ncbi:122220	7
species:ncbi:319508	7
species:ncbi:62891	7
species:ncbi:142184	7
species:ncbi:184712	7
species:ncbi:83455	7
species:ncbi:1816	7
species:ncbi:339858	7
species:ncbi:77606	7
species:ncbi:52224	7
species:ncbi:30576	7
species:ncbi:312789	7
species:ncbi:71115	7
species:ncbi:33881	7
species:ncbi:303557	7
species:ncbi:57516	7
species:ncbi:323524	7
species:ncbi:223394	7
species:ncbi:538958	7
species:ncbi:85682	7
species:ncbi:96848	7
species:ncbi:296784	7
species:ncbi:323412	7
species:ncbi:57412	7
species:ncbi:370573	7
species:ncbi:152467	7
species:ncbi:38802	7
species:ncbi:74567	7
species:ncbi:46247	7
species:ncbi:1972	7
species:ncbi:52770	7
species:ncbi:227149	7
species:ncbi:83256	7
species:ncbi:574655	7
species:ncbi:59296	7
species:ncbi:155147	7
species:ncbi:293583	7
species:ncbi:89578	7
species:ncbi:58589	7
species:ncbi:153526	7
species:ncbi:86369	7
species:ncbi:84032	7
species:ncbi:71632	7
species:ncbi:72122	7
species:ncbi:497392	7
species:ncbi:66097	7
species:ncbi:371488	7
species:ncbi:1538	7
species:ncbi:3140	7
species:ncbi:106599	7
species:ncbi:93683	7
species:ncbi:168000	7
species:ncbi:300637	7
species:ncbi:328812	7
species:ncbi:70978	7
species:ncbi:38862	7
species:ncbi:159758	7
species:ncbi:92868	7
species:ncbi:33177	7
species:ncbi:135778	7
species:ncbi:469248	7
species:ncbi:181653	7
species:ncbi:198662	7
species:ncbi:436350	7
species:ncbi:148910	7
species:ncbi:511022	7
species:ncbi:222475	7
species:ncbi:358015	7
species:ncbi:114628	7
species:ncbi:301626	7
species:ncbi:6743	7
species:ncbi:68268	7
species:ncbi:188622	7
species:ncbi:203114	7
species:ncbi:13710	7
species:ncbi:28696	7
species:ncbi:252292	7
species:ncbi:175444	7
species:ncbi:131619	7
species:ncbi:365144	7
species:ncbi:361250	7
species:ncbi:365635	7
species:ncbi:54988	7
species:ncbi:214856	7
species:ncbi:186734	7
species:ncbi:117203	7
species:ncbi:137730	7
species:ncbi:79894	7
species:ncbi:84779	7
species:ncbi:202240	7
species:ncbi:242110	7
species:ncbi:225362	7
species:ncbi:420107	7
species:ncbi:48880	7
species:ncbi:34029	7
species:ncbi:53568	7
species:ncbi:398472	7
species:ncbi:177152	7
species:ncbi:240019	7
species:ncbi:253768	7
species:ncbi:253249	7
species:ncbi:47525	7
species:ncbi:522482	7
species:ncbi:70528	7
species:ncbi:482403	7
species:ncbi:269814	7
species:ncbi:36941	7
species:ncbi:151294	7
species:ncbi:59941	7
species:ncbi:165096	7
species:ncbi:170679	7
species:ncbi:47566	7
species:ncbi:329106	7
species:ncbi:52312	7
species:ncbi:286299	7
species:ncbi:63585	7
species:ncbi:57627	7
species:ncbi:53422	7
species:ncbi:358013	7
species:ncbi:58242	7
species:ncbi:59800	7
species:ncbi:95581	7
species:ncbi:352471	7
species:ncbi:136422	7
species:ncbi:507542	7
species:ncbi:561267	7
species:ncbi:392707	7
species:ncbi:61614	7
species:ncbi:178485	7
species:ncbi:344593	7
species:ncbi:190534	7
species:ncbi:41722	7
species:ncbi:497229	7
species:ncbi:37078	7
species:ncbi:146533	7
species:ncbi:52114	7
species:ncbi:45666	7
species:ncbi:320221	7
species:ncbi:186991	7
species:ncbi:154766	7
species:ncbi:47486	7
species:ncbi:305662	7
species:ncbi:120650	7
species:ncbi:41414	7
species:ncbi:430776	7
species:ncbi:293823	7
species:ncbi:180915	7
species:ncbi:189722	7
species:ncbi:114594	7
species:ncbi:38616	7
species:ncbi:105606	7
species:ncbi:103640	7
species:ncbi:8967	7
species:ncbi:175631	7
species:ncbi:339027	7
species:ncbi:198616	7
species:ncbi:120810	7
species:ncbi:36902	7
species:ncbi:159012	7
species:ncbi:42233	7
species:ncbi:215315	7
species:ncbi:169057	7
species:ncbi:391659	7
species:ncbi:162769	7
species:ncbi:476017	7
species:ncbi:59162	7
species:ncbi:62036	7
species:ncbi:136183	7
species:ncbi:167132	7
species:ncbi:423449	7
species:ncbi:48727	7
species:ncbi:42165	7
species:ncbi:185956	7
species:ncbi:57141	7
species:ncbi:42067	7
species:ncbi:139015	7
species:ncbi:416808	7
species:ncbi:68274	7
species:ncbi:54573	7
species:ncbi:357736	7
species:ncbi:48092	7
species:ncbi:167217	7
species:ncbi:71177	7
species:ncbi:71043	7
species:ncbi:339268	7
species:ncbi:47227	7
species:ncbi:488491	7
species:ncbi:39309	7
species:ncbi:82806	7
species:ncbi:144133	7
species:ncbi:206459	7
species:ncbi:392949	7
species:ncbi:350204	7
species:ncbi:133253	7
species:ncbi:54261	7
species:ncbi:524023	7
species:ncbi:59473	7
species:ncbi:94424	7
species:ncbi:59761	7
species:ncbi:165398	7
species:ncbi:157224	7
species:ncbi:51432	7
species:ncbi:89326	7
species:ncbi:34594	7
species:ncbi:347388	7
species:ncbi:239748	7
species:ncbi:319454	7
species:ncbi:34830	7
species:ncbi:46750	7
species:ncbi:105768	7
species:ncbi:193080	7
species:ncbi:169999	7
species:ncbi:201500	7
species:ncbi:240021	7
species:ncbi:28452	7
species:ncbi:173848	7
species:ncbi:59556	7
species:ncbi:180434	7
species:ncbi:330922	7
species:ncbi:166056	7
species:ncbi:322067	7
species:ncbi:445446	7
species:ncbi:126844	7
species:ncbi:415194	7
species:ncbi:228252	7
species:ncbi:89887	7
species:ncbi:1843	7
species:ncbi:36269	7
species:ncbi:62746	7
species:ncbi:118712	7
species:ncbi:12229	7
species:ncbi:77486	7
species:ncbi:217502	7
species:ncbi:326972	7
species:ncbi:155109	7
species:ncbi:289490	7
species:ncbi:114981	7
species:ncbi:210122	7
species:ncbi:76333	7
species:ncbi:126715	7
species:ncbi:114090	7
species:ncbi:120644	7
species:ncbi:156168	7
species:ncbi:85652	7
species:ncbi:129132	7
species:ncbi:373177	7
species:ncbi:258452	7
species:ncbi:82541	7
species:ncbi:73155	7
species:ncbi:139046	7
species:ncbi:355619	7
species:ncbi:49897	7
species:ncbi:81640	7
species:ncbi:311059	7
species:ncbi:118703	7
species:ncbi:73779	7
species:ncbi:203438	7
species:ncbi:35941	7
species:ncbi:252230	7
species:ncbi:47877	7
species:ncbi:1990	7
species:ncbi:55950	7
species:ncbi:295026	7
species:ncbi:75963	7
species:ncbi:395552	7
species:ncbi:88920	7
species:ncbi:72646	7
species:ncbi:91947	7
species:ncbi:461553	7
species:ncbi:361277	7
species:ncbi:93780	7
species:ncbi:314313	7
species:ncbi:195736	7
species:ncbi:399589	7
species:ncbi:221704	7
species:ncbi:279945	7
species:ncbi:258797	7
species:ncbi:62099	7
species:ncbi:363581	7
species:ncbi:9875	7
species:ncbi:13519	7
species:ncbi:490051	7
species:ncbi:361264	7
species:ncbi:237658	7
species:ncbi:117184	7
species:ncbi:82463	7
species:ncbi:78417	7
species:ncbi:397977	7
species:ncbi:40205	7
species:ncbi:153287	7
species:ncbi:473369	7
species:ncbi:1687	7
species:ncbi:392954	7
species:ncbi:239355	7
species:ncbi:35281	7
species:ncbi:89491	7
species:ncbi:357596	7
species:ncbi:355654	7
species:ncbi:191068	7
species:ncbi:479639	7
species:ncbi:182656	7
species:ncbi:226677	7
species:ncbi:74466	7
species:ncbi:288873	7
species:ncbi:40698	7
species:ncbi:9586	7
species:ncbi:59461	7
species:ncbi:180010	7
species:ncbi:279144	7
species:ncbi:230653	7
species:ncbi:49216	7
species:ncbi:291302	7
species:ncbi:94213	7
species:ncbi:72745	7
species:ncbi:34168	7
species:ncbi:195204	7
species:ncbi:508707	7
species:ncbi:280174	7
species:ncbi:310300	7
species:ncbi:221188	7
species:ncbi:29332	7
species:ncbi:45547	7
species:ncbi:39486	7
species:ncbi:222020	7
species:ncbi:158624	7
species:ncbi:196162	7
species:ncbi:132933	7
species:ncbi:64815	7
species:ncbi:8230	7
species:ncbi:27870	7
species:ncbi:290944	7
species:ncbi:76108	7
species:ncbi:4282	7
species:ncbi:221950	7
species:ncbi:59136	7
species:ncbi:390710	7
species:ncbi:223145	7
species:ncbi:150121	7
species:ncbi:392351	7
species:ncbi:173312	7
species:ncbi:8085	7
species:ncbi:208136	7
species:ncbi:263405	7
species:ncbi:171916	7
species:ncbi:121585	7
species:ncbi:27627	7
species:ncbi:453929	7
species:ncbi:134452	7
species:ncbi:234835	7
species:ncbi:178774	7
species:ncbi:240280	7
species:ncbi:71518	7
species:ncbi:197887	7
species:ncbi:302011	7
species:ncbi:44755	7
species:ncbi:152767	7
species:ncbi:257882	7
species:ncbi:96471	7
species:ncbi:212255	7
species:ncbi:8863	7
species:ncbi:85814	7
species:ncbi:33915	7
species:ncbi:85351	7
species:ncbi:42053	7
species:ncbi:180088	7
species:ncbi:35804	7
species:ncbi:402888	7
species:ncbi:281489	7
species:ncbi:152371	7
species:ncbi:7449	7
species:ncbi:230516	7
species:ncbi:24957	7
species:ncbi:102824	7
species:ncbi:263744	7
species:ncbi:428404	7
species:ncbi:105774	7
species:ncbi:33814	7
species:ncbi:38651	7
species:ncbi:259652	7
species:ncbi:5921	7
species:ncbi:171126	7
species:ncbi:148579	7
species:ncbi:470019	7
species:ncbi:62613	7
species:ncbi:298348	7
species:ncbi:158579	7
species:ncbi:519047	7
species:ncbi:353936	7
species:ncbi:36851	7
species:ncbi:41406	7
species:ncbi:157225	7
species:ncbi:84677	7
species:ncbi:208308	7
species:ncbi:99346	7
species:ncbi:106275	7
species:ncbi:65401	7
species:ncbi:332620	7
species:ncbi:271160	7
species:ncbi:252208	7
species:ncbi:267364	7
species:ncbi:476202	7
species:ncbi:76123	7
species:ncbi:52575	7
species:ncbi:413258	7
species:ncbi:95624	7
species:ncbi:445357	7
species:ncbi:68294	7
species:ncbi:8597	7
species:ncbi:313559	7
species:ncbi:477524	7
species:ncbi:288781	7
species:ncbi:137683	7
species:ncbi:110664	7
species:ncbi:245764	7
species:ncbi:154347	7
species:ncbi:225144	7
species:ncbi:50058	7
species:ncbi:71645	7
species:ncbi:200450	7
species:ncbi:29325	7
species:ncbi:332034	7
species:ncbi:83390	7
species:ncbi:262323	7
species:ncbi:219251	7
species:ncbi:400989	7
species:ncbi:103942	7
species:ncbi:170627	7
species:ncbi:46052	7
species:ncbi:539894	7
species:ncbi:285091	7
species:ncbi:138935	7
species:ncbi:370345	7
species:ncbi:336804	7
species:ncbi:82093	7
species:ncbi:434456	7
species:ncbi:41994	7
species:ncbi:258290	7
species:ncbi:247481	7
species:ncbi:49186	7
species:ncbi:210360	7
species:ncbi:74529	7
species:ncbi:321134	7
species:ncbi:44684	7
species:ncbi:582580	7
species:ncbi:48884	7
species:ncbi:339492	7
species:ncbi:330892	7
species:ncbi:321804	7
species:ncbi:97015	7
species:ncbi:40009	7
species:ncbi:66284	7
species:ncbi:98942	7
species:ncbi:66896	7
species:ncbi:162176	7
species:ncbi:204496	7
species:ncbi:31167	7
species:ncbi:89950	7
species:ncbi:182855	7
species:ncbi:253247	7
species:ncbi:50499	7
species:ncbi:95619	7
species:ncbi:40457	7
species:ncbi:32479	7
species:ncbi:259057	7
species:ncbi:190327	7
species:ncbi:285278	7
species:ncbi:111901	7
species:ncbi:143198	7
species:ncbi:137174	7
species:ncbi:342605	7
species:ncbi:304217	7
species:ncbi:237595	7
species:ncbi:150054	7
species:ncbi:330979	7
species:ncbi:37776	7
species:ncbi:252483	7
species:ncbi:64976	7
species:ncbi:253609	7
species:ncbi:378075	7
species:ncbi:249532	7
species:ncbi:151759	7
species:ncbi:302912	7
species:ncbi:7442	7
species:ncbi:49943	7
species:ncbi:225176	7
species:ncbi:174730	7
species:ncbi:70904	7
species:ncbi:361263	7
species:ncbi:178304	7
species:ncbi:324339	7
species:ncbi:68736	7
species:ncbi:335392	7
species:ncbi:74695	7
species:ncbi:207954	7
species:ncbi:8773	7
species:ncbi:121235	7
species:ncbi:29797	7
species:ncbi:104608	7
species:ncbi:131645	7
species:ncbi:56960	7
species:ncbi:420109	7
species:ncbi:217897	7
species:ncbi:399283	7
species:ncbi:403098	7
species:ncbi:32052	7
species:ncbi:201924	7
species:ncbi:257478	7
species:ncbi:333344	7
species:ncbi:284452	7
species:ncbi:44326	7
species:ncbi:470094	7
species:ncbi:164533	7
species:ncbi:39866	7
species:ncbi:35813	7
species:ncbi:32102	7
species:ncbi:121488	7
species:ncbi:426919	7
species:ncbi:167719	7
species:ncbi:375144	7
species:ncbi:490850	7
species:ncbi:386490	7
species:ncbi:5787	7
species:ncbi:293647	7
species:ncbi:399546	7
species:ncbi:103983	7
species:ncbi:369574	7
species:ncbi:374041	7
species:ncbi:121719	7
species:ncbi:41696	7
species:ncbi:320319	7
species:ncbi:317363	7
species:ncbi:12889	7
species:ncbi:351368	7
species:ncbi:159983	7
species:ncbi:197672	7
species:ncbi:154339	7
species:ncbi:113226	7
species:ncbi:126836	7
species:ncbi:128463	7
species:ncbi:79757	7
species:ncbi:212377	7
species:ncbi:53552	7
species:ncbi:96858	7
species:ncbi:310297	7
species:ncbi:60418	7
species:ncbi:220453	7
species:ncbi:35706	7
species:ncbi:71578	7
species:ncbi:299767	7
species:ncbi:335025	7
species:ncbi:69381	7
species:ncbi:74829	7
species:ncbi:218615	7
species:ncbi:113195	7
species:ncbi:238017	7
species:ncbi:45461	7
species:ncbi:194326	7
species:ncbi:373862	7
species:ncbi:344056	7
species:ncbi:195930	7
species:ncbi:190310	7
species:ncbi:334689	7
species:ncbi:215360	7
species:ncbi:198593	7
species:ncbi:447276	7
species:ncbi:126701	7
species:ncbi:120963	7
species:ncbi:35321	7
species:ncbi:122308	7
species:ncbi:56407	7
species:ncbi:38305	7
species:ncbi:167341	7
species:ncbi:77216	7
species:ncbi:360543	7
species:ncbi:171285	7
species:ncbi:78590	7
species:ncbi:92644	7
species:ncbi:57505	7
species:ncbi:90732	7
species:ncbi:114256	7
species:ncbi:157554	7
species:ncbi:74433	7
species:ncbi:8148	7
species:ncbi:69161	7
species:ncbi:223518	7
species:ncbi:427272	7
species:ncbi:334942	7
species:ncbi:99487	7
species:ncbi:263378	7
species:ncbi:215229	7
species:ncbi:227494	7
species:ncbi:63978	7
species:ncbi:200969	7
species:ncbi:140242	7
species:ncbi:246406	7
species:ncbi:273598	7
species:ncbi:41888	7
species:ncbi:239430	7
species:ncbi:41813	7
species:ncbi:147645	7
species:ncbi:8984	7
species:ncbi:271396	7
species:ncbi:454923	7
species:ncbi:139641	7
species:ncbi:67594	7
species:ncbi:159322	7
species:ncbi:313365	7
species:ncbi:83619	7
species:ncbi:500762	7
species:ncbi:105766	7
species:ncbi:56897	7
species:ncbi:388965	7
species:ncbi:470310	7
species:ncbi:366650	7
species:ncbi:119922	7
species:ncbi:108055	7
species:ncbi:109044	7
species:ncbi:413503	7
species:ncbi:204330	7
species:ncbi:446317	7
species:ncbi:325434	7
species:ncbi:53836	7
species:ncbi:106	7
species:ncbi:310575	7
species:ncbi:185587	7
species:ncbi:66424	7
species:ncbi:195624	7
species:ncbi:392947	7
species:ncbi:44064	7
species:ncbi:80353	7
species:ncbi:460334	7
species:ncbi:116117	7
species:ncbi:423279	7
species:ncbi:381101	7
species:ncbi:338577	7
species:ncbi:36759	7
species:ncbi:51605	7
species:ncbi:257541	7
species:ncbi:42863	7
species:ncbi:60145	7
species:ncbi:109972	7
species:ncbi:389002	7
species:ncbi:292052	7
species:ncbi:252537	7
species:ncbi:376218	7
species:ncbi:37994	7
species:ncbi:219801	7
species:ncbi:569628	7
species:ncbi:298598	7
species:ncbi:5376	7
species:ncbi:57909	7
species:ncbi:99507	7
species:ncbi:282244	7
species:ncbi:131347	7
species:ncbi:174791	7
species:ncbi:289056	7
species:ncbi:279581	7
species:ncbi:470143	7
species:ncbi:122297	7
species:ncbi:93595	7
species:ncbi:59554	7
species:ncbi:375589	7
species:ncbi:384670	7
species:ncbi:103215	7
species:ncbi:447025	7
species:ncbi:135595	7
species:ncbi:68834	7
species:ncbi:185850	7
species:ncbi:281120	7
species:ncbi:40561	7
species:ncbi:109024	7
